mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
174	172	1377/4	1377/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2209													
174	172	2755/8	2755/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2210													
174	172	689/2	689/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2211													
174	172	2757/8	2757/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2212													
174	172	1379/4	1379/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2213													
174	172	2759/8	2759/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2214													
174	172	343	343	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2215													
174	172	343	343	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2216													
175	173	345	345	0.0	0	0	Dynamic	2/4	1	1	0					sf												
175	173	345	345	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2217									340				
175	173	346	346	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2218													
175	173	345	345	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	2219									341				
175	173	346	346	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2220													
175	173	345	345	2.0	0	0	Chord	2/4	2	3	1/2		1/2	1	2221													
176	174	347	347	0.0	0	0	StaffText	2/4	1	1	0							p dolce										
176	174	347	347	0.0	0	0	Dynamic	2/4	1	1	0					p												
176	174	347	347	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2222									342				
176	174	1389/4	1389/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2223									342				
176	174	695/2	695/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2224									342				
176	174	1391/4	1391/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2225									342				
176	174	348	348	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p								342				
176	174	348	348	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2226									342				
176	174	1393/4	1393/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					other-dynamics								342				
176	174	1393/4	1393/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2227									342				
176	174	697/2	697/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2228									342				
176	174	1395/4	1395/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2229													
176	174	347	347	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2230													
176	174	347	347	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2231													
177	175	349	349	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	2232									343				
177	175	1397/4	1397/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	2233													
177	175	1399/4	1399/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	2234													
177	175	1401/4	1401/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	2235													
177	175	1403/4	1403/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2236													
177	175	699/2	699/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2237									344				
177	175	350	350	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2238									344				
177	175	701/2	701/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2239													
178	176	351	351	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2240									343				
178	176	703/2	703/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2241									343				
178	176	352	352	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2242									343				
178	176	705/2	705/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2243													
178	176	351	351	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2244													
178	176	1405/4	1405/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2245													
178	176	703/2	703/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2246													
178	176	1407/4	1407/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2247													
178	176	352	352	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2248													
178	176	1409/4	1409/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2249													
178	176	705/2	705/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2250													
178	176	1411/4	1411/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2251													
178	176	351	351	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	2252													
179	177	353	353	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	2253									345				
179	177	1413/4	1413/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	2254													
179	177	1415/4	1415/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	2255													
179	177	1417/4	1417/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	2256													
179	177	1419/4	1419/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2257													
179	177	353	353	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2258													
179	177	707/2	707/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2259									346				
179	177	354	354	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2260									346				
179	177	709/2	709/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2261													
180	178	355	355	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2262									345				
180	178	711/2	711/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2263									345				
180	178	356	356	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2264									345				
180	178	713/2	713/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2265													
180	178	355	355	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2266													
180	178	1421/4	1421/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2267													
180	178	711/2	711/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2268													
180	178	1423/4	1423/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2269													
180	178	356	356	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2270													
180	178	1425/4	1425/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2271													
180	178	713/2	713/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2272													
180	178	1427/4	1427/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2273													
180	178	355	355	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	2274									347				
180	178	356	356	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2275									347				
181	179	357	357	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	2276									348				
181	179	357	357	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2277									349				
181	179	1429/4	1429/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2278													
181	179	1431/4	1431/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2279													
181	179	1433/4	1433/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2280													
181	179	1435/4	1435/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2281													
181	179	357	357	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2282									347				
181	179	715/2	715/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2283									347				
181	179	358	358	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2284									347				
181	179	717/2	717/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2285									347				
182	180	359	359	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2286									348				
182	180	719/2	719/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2287									348				
182	180	360	360	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2288									348				
182	180	721/2	721/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2289													
182	180	1437/4	1437/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2290													
182	180	719/2	719/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2291													
182	180	1439/4	1439/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2292													
182	180	360	360	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2293													
182	180	1441/4	1441/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2294													
182	180	721/2	721/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2295													
182	180	1443/4	1443/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2296													
182	180	359	359	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2297									347				
182	180	719/2	719/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2298									347				
182	180	360	360	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2299									347				
183	181	361	361	0.0	0	0	Spanner	2/4	1	1	0																	5
183	181	361	361	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	2300									350				5
183	181	1447/4	1447/4	0.0	3/16	3/16	Spanner	2/4	1	1	0													350				
183	181	1451/4	1451/4	0.0	7/16	7/16	Spanner	2/4	1	1	0													350				
183	181	1451/4	1451/4	0.0	7/16	7/16	Spanner	2/4	1	1	0													350				
183	181	361	361	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2301													
183	181	1445/4	1445/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2302													
183	181	1447/4	1447/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2303													
183	181	1449/4	1449/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2304													
183	181	1451/4	1451/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2305													
183	181	361	361	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2306									347				
183	181	723/2	723/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2307									347				
183	181	362	362	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2308									347				
183	181	725/2	725/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2309									347				
184	182	363	363	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2310									350				
184	182	727/2	727/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2311									350				
184	182	364	364	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2312									350				
184	182	729/2	729/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2313													
184	182	1453/4	1453/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2314													
184	182	727/2	727/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2315													
184	182	1455/4	1455/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2316													
184	182	364	364	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2317													
184	182	1457/4	1457/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2318													
184	182	729/2	729/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2319													
184	182	1459/4	1459/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2320													
184	182	363	363	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2321									347				
184	182	727/2	727/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2322									347				
184	182	364	364	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2323									347				
185	183	365	365	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
185	183	365	365	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	2324									351				
185	183	1461/4	1461/4	0.0	1/16	1/16	Spanner	2/4	1	1	0													351		11		
185	183	731/2	731/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													351				
185	183	365	365	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2325									352				
185	183	1461/4	1461/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2326													
185	183	1463/4	1463/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2327													
185	183	1465/4	1465/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2328													
185	183	1467/4	1467/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2329													
185	183	365	365	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2330									347				
185	183	731/2	731/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2331									347				
185	183	366	366	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2332									347				
185	183	733/2	733/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2333									347				
186	184	367	367	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2334									351				
186	184	735/2	735/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2335									351				
186	184	368	368	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2336									351				
186	184	737/2	737/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2337									351				
186	184	1469/4	1469/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2338													
186	184	735/2	735/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2339													
186	184	1471/4	1471/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2340													
186	184	368	368	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2341													
186	184	1473/4	1473/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2342													
186	184	737/2	737/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2343													
186	184	1475/4	1475/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2344													
186	184	367	367	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2345									347				
186	184	735/2	735/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2346									347				
186	184	368	368	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2347									347				
186	184	737/2	737/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2348									347				
187	185	369	369	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2349									351				
187	185	370	370	0.0	1/4	1/4	StaffText	2/4	1	1	0							dim.						351				
187	185	370	370	0.0	1/4	1/4	Spanner	2/4	1	1	0													351			2	
187	185	370	370	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2350									351			2	
187	185	1481/4	1481/4	0.0	5/16	5/16	Spanner	2/4	1	1	0													351				
187	185	369	369	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2351													
187	185	1477/4	1477/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2352													
187	185	739/2	739/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2353													
187	185	1479/4	1479/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2354													
187	185	370	370	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2355													
187	185	1481/4	1481/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2356													
187	185	741/2	741/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2357													
187	185	1483/4	1483/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2358													
187	185	369	369	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	2359									347				
187	185	370	370	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2360									347				
188	186	371	371	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2361									351				
188	186	372	372	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	2362									351				
188	186	1491/4	1491/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2363									351				
188	186	371	371	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2364													
188	186	1485/4	1485/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2365													
188	186	743/2	743/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2366													
188	186	1487/4	1487/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2367													
188	186	372	372	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2368													
188	186	1489/4	1489/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2369													
188	186	745/2	745/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2370													
188	186	1491/4	1491/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2371													
188	186	371	371	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	2372													
188	186	372	372	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2373													
189	187	373	373	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2374													
189	187	1497/4	1497/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2375									353				
189	187	749/2	749/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2376									353				
189	187	1499/4	1499/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2377													
189	187	747/2	747/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2378													
189	187	1495/4	1495/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2379													
189	187	374	374	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2380													
189	187	747/2	747/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2381													
189	187	374	374	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2382													
189	187	1495/4	1495/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	2383													
189	187	374	374	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	2384													
190	188	375	375	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
190	188	375	375	0.0	0	0	Spanner	2/4	1	1	0															12		
190	188	375	375	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2385									354		12		
190	188	376	376	0.0	1/4	1/4	Spanner	2/4	1	1	0													354				
190	188	376	376	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2386									354				
190	188	1505/4	1505/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2387									354				
190	188	753/2	753/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2388									354				
190	188	1507/4	1507/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2389													
190	188	751/2	751/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2390													
190	188	1503/4	1503/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2391													
190	188	376	376	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2392													
190	188	751/2	751/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2393													
190	188	376	376	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2394													
190	188	1503/4	1503/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	2395													
190	188	376	376	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	2396													
191	189	377	377	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2397													
191	189	378	378	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2398													
191	189	1513/4	1513/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2399									355				
191	189	757/2	757/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2400													
191	189	1515/4	1515/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2401		articStaccatoAbove											
191	189	755/2	755/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2402													
191	189	1511/4	1511/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2403													
191	189	378	378	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2404													
191	189	755/2	755/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2405													
191	189	378	378	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2406													
191	189	1511/4	1511/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	2407													
191	189	378	378	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	2408													
192	190	379	379	0.0	0	0	StaffText	2/4	1	1	0							rinf.										
192	190	379	379	0.0	0	0	Dynamic	2/4	1	1	0					rf												
192	190	379	379	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	2409									356				
192	190	1519/4	1519/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2410													
192	190	380	380	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2411		articStaccatoAbove											
192	190	1521/4	1521/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2412		articStaccatoAbove											
192	190	761/2	761/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2413		articStaccatoAbove											
192	190	1523/4	1523/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2414		articStaccatoAbove											
192	190	759/2	759/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2415													
192	190	1519/4	1519/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2416													
192	190	380	380	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2417													
192	190	759/2	759/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2418													
192	190	380	380	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2419													
192	190	1519/4	1519/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	2420													
192	190	380	380	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	2421													
193	191	381	381	0.0	0	0	Dynamic	2/4	1	1	0					p												
193	191	381	381	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2422									357				
193	191	763/2	763/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2423													
193	191	1529/4	1529/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2424									358				
193	191	765/2	765/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2425									358				
193	191	1531/4	1531/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2426													
193	191	763/2	763/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2427													
193	191	1527/4	1527/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2428													
193	191	382	382	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2429													
193	191	763/2	763/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2430													
193	191	382	382	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2431													
193	191	1527/4	1527/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	2432													
193	191	382	382	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	2433													
194	192	383	383	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
194	192	383	383	0.0	0	0	Spanner	2/4	1	1	0															13		
194	192	383	383	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2434									359		13		
194	192	384	384	0.0	1/4	1/4	Spanner	2/4	1	1	0													359				
194	192	384	384	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2435									359				
194	192	1537/4	1537/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2436									359				
194	192	769/2	769/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2437									359				
194	192	1539/4	1539/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2438													
194	192	767/2	767/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2439													
194	192	1535/4	1535/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2440													
194	192	384	384	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2441													
194	192	767/2	767/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2442													
194	192	384	384	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2443													
194	192	1535/4	1535/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	2444													
194	192	384	384	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	2445													
195	193	385	385	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2446													
195	193	386	386	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2447													
195	193	1545/4	1545/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2448									360				
195	193	773/2	773/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2449													
195	193	1547/4	1547/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2450		articStaccatoAbove											
195	193	771/2	771/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2451													
195	193	1543/4	1543/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2452													
195	193	386	386	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2453													
195	193	771/2	771/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2454													
195	193	386	386	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2455													
195	193	1543/4	1543/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	2456													
195	193	386	386	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	2457													
196	194	387	387	0.0	0	0	Dynamic	2/4	1	1	0					f												
196	194	387	387	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2458													
196	194	388	388	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2459													
196	194	1553/4	1553/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2460		articStaccatoAbove											
196	194	777/2	777/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2461		articStaccatoAbove											
196	194	1555/4	1555/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2462		articStaccatoAbove											
196	194	388	388	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf												
196	194	775/2	775/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2463													
196	194	1551/4	1551/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2464													
196	194	388	388	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2465													
196	194	775/2	775/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2466													
196	194	388	388	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2467													
