mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line
192	189	1505/2	1521/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2098												
192	189	753	761	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2099												
192	189	1507/2	1523/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2100												
192	189	754	762	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2101												
192	189	1509/2	1525/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2102												
192	189	755	763	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2103												
192	189	1511/2	1527/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2104												
193	190	756	764	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2105												
193	190	1513/2	1529/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2106												
193	190	757	765	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2107												
193	190	1515/2	1531/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2108												
193	190	758	766	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2109												
193	190	1517/2	1533/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2110												
193	190	759	767	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2111												
193	190	1519/2	1535/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2112												
194	191	760	768	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2113												
194	191	1521/2	1537/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2114												
194	191	761	769	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2115												
194	191	1523/2	1539/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2116												
194	191	762	770	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2117												
194	191	1525/2	1541/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2118												
194	191	763	771	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2119												
194	191	1527/2	1543/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2120												
195	192	764	772	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2121												
195	192	1529/2	1545/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2122												
195	192	765	773	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2123												
195	192	1531/2	1547/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2124												
195	192	766	774	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2125												
195	192	1533/2	1549/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2126												
195	192	767	775	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2127												
195	192	1535/2	1551/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2128												
196	193	768	776	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2129												
196	193	1537/2	1553/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2130												
196	193	769	777	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2131												
196	193	1539/2	1555/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2132												
196	193	770	778	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2133												
196	193	1541/2	1557/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2134												
196	193	771	779	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2135												
196	193	1543/2	1559/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2136												
197	194	772	780	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2137												
197	194	1545/2	1561/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2138												
197	194	773	781	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2139												
197	194	1547/2	1563/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2140												
197	194	774	782	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2141												
197	194	1549/2	1565/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2142												
197	194	775	783	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2143												
197	194	1551/2	1567/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2144												
198	195	776	784	0.0		0	0	Dynamic	2/2	1	1	0						p										
198	195	776	784	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	2145	p											
198	195	779	787	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2146			articStaccatoBelow									
198	195	776	784	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2147												
198	195	1553/2	1569/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2148												
198	195	777	785	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2149												
198	195	1555/2	1571/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2150												
198	195	778	786	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2151												
198	195	1557/2	1573/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2152												
198	195	779	787	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2153												
198	195	1559/2	1575/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2154												
199	196	780	788	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2155			articStaccatoBelow									
199	196	781	789	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2156			articStaccatoBelow									
199	196	782	790	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2157			articStaccatoBelow									
199	196	783	791	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2158			articStaccatoBelow									
199	196	780	788	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2159												
199	196	1561/2	1577/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2160												
199	196	781	789	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2161												
199	196	1563/2	1579/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2162												
199	196	782	790	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2163												
199	196	1565/2	1581/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2164												
199	196	783	791	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2165												
199	196	1567/2	1583/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2166												
200	197	784	792	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2167			articStaccatoBelow									
200	197	785	793	0.0		1/4	1/4	Dynamic	2/2	1	1	0						sf										
200	197	785	793	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	2168												
200	197	787	795	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2169			articStaccatoAbove									
200	197	784	792	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2170												
200	197	1569/2	1585/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2171												
200	197	785	793	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2172												
200	197	1571/2	1587/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2173												
200	197	786	794	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2174												
200	197	1573/2	1589/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2175												
200	197	787	795	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2176												
200	197	1575/2	1591/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2177												
201	198	788	796	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2178			articStaccatoAbove									
201	198	789	797	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2179			articStaccatoAbove									
201	198	790	798	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2180			articStaccatoAbove									
201	198	791	799	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2181			articStaccatoAbove									
201	198	788	796	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2182												
201	198	1577/2	1593/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2183												
201	198	789	797	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2184												
201	198	1579/2	1595/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2185												
201	198	790	798	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2186												
201	198	1581/2	1597/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2187												
201	198	791	799	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2188												
201	198	1583/2	1599/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2189												
202	199	792	800	0.0		0	0	Spanner	2/2	1	1	0																13
202	199	792	800	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2190			articStaccatoAbove									13
202	199	794	802	0.0		1/2	1/2	Spanner	2/2	1	1	0																
202	199	794	802	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2191			articStaccatoAbove									
202	199	792	800	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2192												
202	199	1585/2	1601/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2193												
202	199	793	801	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2194												
202	199	1587/2	1603/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2195												
202	199	794	802	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2196												
202	199	1589/2	1605/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2197												
202	199	795	803	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2198												
202	199	1591/2	1607/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2199												
203	200	796	804	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2200			articStaccatoAbove									
203	200	798	806	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2201			articStaccatoBelow									
203	200	796	804	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2202												
203	200	1593/2	1609/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2203												
203	200	797	805	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2204												
203	200	1595/2	1611/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2205												
203	200	798	806	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2206												
203	200	1597/2	1613/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2207												
203	200	799	807	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2208												
203	200	1599/2	1615/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2209												
204	201	800	808	4.0		0	0	Chord	2/2	1	1	1		1	1	2210									93			
204	201	800	808	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	2211												
204	201	802	810	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	2212												
204	201	800	808	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2213												
204	201	1601/2	1617/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2214												
204	201	801	809	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2215												
204	201	1603/2	1619/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2216												
204	201	802	810	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2217												
204	201	1605/2	1621/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2218												
204	201	803	811	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2219												
204	201	1607/2	1623/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2220												
205	202	804	812	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2221									93			
205	202	806	814	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2222												
205	202	804	812	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	2223	>											
205	202	804	812	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2224												
205	202	1609/2	1625/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2225												
205	202	805	813	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2226												
205	202	1611/2	1627/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2227												
205	202	806	814	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2228												
205	202	1613/2	1629/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2229												
205	202	807	815	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2230												
205	202	1615/2	1631/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2231												
206	203	808	816	0.0		0	0	Dynamic	2/2	1	1	0						p										
206	203	808	816	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2232	p		articStaccatoBelow									
206	203	809	817	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	2233												
206	203	811	819	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2234			articStaccatoBelow									
206	203	808	816	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2235												
206	203	1617/2	1633/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2236												
206	203	809	817	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2237												
206	203	1619/2	1635/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2238												
206	203	810	818	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2239												
206	203	1621/2	1637/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2240												
206	203	811	819	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2241												
206	203	1623/2	1639/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2242												
207	204	812	820	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2243			articStaccatoBelow									
207	204	813	821	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2244			articStaccatoBelow									
207	204	814	822	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2245			articStaccatoBelow									
207	204	815	823	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2246			articStaccatoBelow									
207	204	812	820	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2247												
207	204	1625/2	1641/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2248												
207	204	813	821	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2249												
207	204	1627/2	1643/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2250												
207	204	814	822	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2251												
207	204	1629/2	1645/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2252												
207	204	815	823	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2253												
207	204	1631/2	1647/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2254												
208	205	816	824	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2255			articStaccatoBelow									
208	205	817	825	0.0		1/4	1/4	Dynamic	2/2	1	1	0						sf										
208	205	817	825	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	2256												
208	205	819	827	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2257			articStaccatoAbove									
208	205	816	824	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2258												
208	205	1633/2	1649/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2259												
208	205	817	825	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2260												
208	205	1635/2	1651/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2261												
208	205	818	826	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2262												
208	205	1637/2	1653/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2263												
208	205	819	827	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2264												
208	205	1639/2	1655/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2265												
209	206	820	828	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2266			articStaccatoAbove									
209	206	821	829	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2267			articStaccatoAbove									
209	206	822	830	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2268			articStaccatoAbove									
209	206	823	831	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2269			articStaccatoAbove									
209	206	820	828	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2270												
209	206	1641/2	1657/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2271												
209	206	821	829	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2272												
209	206	1643/2	1659/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2273												
209	206	822	830	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2274												
209	206	1645/2	1661/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2275												
209	206	823	831	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2276												
209	206	1647/2	1663/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2277												
210	207	824	832	0.0		0	0	Spanner	2/2	1	1	0																14
210	207	824	832	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2278			articStaccatoAbove									14
210	207	826	834	0.0		1/2	1/2	Spanner	2/2	1	1	0																
210	207	826	834	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2279			articStaccatoAbove									
210	207	824	832	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2280												
210	207	1649/2	1665/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2281												
210	207	825	833	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2282												
210	207	1651/2	1667/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2283												
210	207	826	834	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2284												
210	207	1653/2	1669/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2285												
210	207	827	835	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2286												
210	207	1655/2	1671/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2287												
211	208	828	836	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2288			articStaccatoAbove									
211	208	830	838	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2289			articStaccatoAbove									
211	208	828	836	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2290												
211	208	1657/2	1673/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2291												
211	208	829	837	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2292												
211	208	1659/2	1675/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2293												
211	208	830	838	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2294												
211	208	1661/2	1677/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2295												
211	208	831	839	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2296												
211	208	1663/2	1679/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2297												
212	209	832	840	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2298			articStaccatoBelow									
212	209	834	842	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2299			articStaccatoBelow									
212	209	832	840	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2300												
212	209	1665/2	1681/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2301												
212	209	833	841	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2302												
212	209	1667/2	1683/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2303												
212	209	834	842	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2304												
212	209	1669/2	1685/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2305												
212	209	835	843	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2306												
212	209	1671/2	1687/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2307												
213	210	836	844	4.0		0	0	Chord	2/2	1	1	1		1	1	2308												
213	210	836	844	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	2309									94			
213	210	838	846	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	2310												
213	210	836	844	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2311												
213	210	1673/2	1689/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2312												
213	210	837	845	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2313												
213	210	1675/2	1691/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2314												
213	210	838	846	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2315												
213	210	1677/2	1693/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2316												
213	210	839	847	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2317												
213	210	1679/2	1695/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2318												
214	211	840	848	0.0		0	0	Dynamic	2/2	1	1	0						p										
214	211	840	848	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2319	p		articStaccatoBelow									
214	211	842	850	0.0		1/2	1/2	Spanner	2/2	1	1	0																15
214	211	842	850	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2320	<		articStaccatoAbove									15
214	211	840	848	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2321												
214	211	1681/2	1697/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2322												
214	211	841	849	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2323												
214	211	1683/2	1699/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2324												
214	211	842	850	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2325												
214	211	1685/2	1701/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2326												
214	211	843	851	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2327												
214	211	1687/2	1703/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2328												
215	212	844	852	0.0		0	0	Spanner	2/2	1	1	0																
215	212	844	852	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2329			articStaccatoAbove									
215	212	846	854	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2330			articStaccatoAbove									
215	212	844	852	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2331												
215	212	1689/2	1705/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2332												
215	212	845	853	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2333												
215	212	1691/2	1707/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2334												
215	212	846	854	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2335												
215	212	1693/2	1709/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2336												
215	212	847	855	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2337												
215	212	1695/2	1711/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2338												
216	213	848	856	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2339			articStaccatoAbove									
216	213	850	858	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2340			articStaccatoBelow									
216	213	848	856	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2341												
216	213	1697/2	1713/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2342												
216	213	849	857	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2343												
216	213	1699/2	1715/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2344												
216	213	850	858	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2345												
216	213	1701/2	1717/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2346												
216	213	851	859	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2347												
216	213	1703/2	1719/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2348												
217	214	852	860	4.0		0	0	Chord	2/2	1	1	1		1	1	2349												
217	214	852	860	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	2350									95			
217	214	854	862	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	2351												
217	214	852	860	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2352												
217	214	1705/2	1721/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2353												
217	214	853	861	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2354												
217	214	1707/2	1723/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2355												
217	214	854	862	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2356												
217	214	1709/2	1725/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2357												
217	214	855	863	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2358												
217	214	1711/2	1727/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2359												
218	215	856	864	0.0		0	0	Dynamic	2/2	1	1	0						p										
218	215	856	864	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2360	p		articStaccatoBelow									
218	215	858	866	0.0		1/2	1/2	Spanner	2/2	1	1	0																16
218	215	858	866	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2361			articStaccatoAbove									16
218	215	856	864	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2362												
218	215	1713/2	1729/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2363												
218	215	857	865	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2364												
218	215	1715/2	1731/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2365												
218	215	858	866	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2366												
218	215	1717/2	1733/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2367												
218	215	859	867	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2368												
218	215	1719/2	1735/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2369												
