mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
108	108	643/2	643/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8			1/8	1	2037									160								9
108	108	322	322	0.5	1/4	1/4	Chord	6/8	1	2	1/8			1/8	1	2038																	9
108	108	647/2	647/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	2039																	9
108	108	321	321	0.0625	0	0	Chord	6/8	1	3	1/64			1/64	1	2040																	9
108	108	5137/16	5137/16	0.5	1/64	1/64	Chord	6/8	1	3	1/8			1/8	1	2041																	9
108	108	5145/16	5145/16	0.4375	9/64	9/64	Chord	6/8	1	3	7/64			1/16	7/4	2042																	9
108	108	321	321	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2043									161								
108	108	1285/4	1285/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	2044									161								
108	108	643/2	643/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2045									161								
108	108	1287/4	1287/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2046									161								
108	108	322	322	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2047									161								
108	108	1289/4	1289/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2048																	
108	108	645/2	645/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2049									162								
108	108	1291/4	1291/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	2050									162								
108	108	323	323	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2051									162								
108	108	1293/4	1293/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2052									162								
108	108	647/2	647/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2053									162								
108	108	1295/4	1295/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2054																	
109	109	324	324	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=82	41.0	𝅘𝅥𝅮	82.0	0.0									9
109	109	324	324	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2055									163								9
109	109	649/2	649/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2056																	9
109	109	325	325	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	2057									164								9
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2058																	9
109	109	651/2	651/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=81	40.0	𝅘𝅥𝅮	81.0	0.0									9
109	109	651/2	651/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	2059									165								9
109	109	1303/4	1303/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	2060																	9
109	109	326	326	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2061																	9
109	109	653/2	653/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	2062									166								9
109	109	1307/4	1307/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2063																	9
109	109	324	324	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	2064																	9
109	109	649/2	649/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8			1/8	1	2065																	9
109	109	325	325	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	2066																	9
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	2067																	9
109	109	1307/4	1307/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	2068																	9
109	109	324	324	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2069									167								
109	109	1297/4	1297/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	2070									167								
109	109	649/2	649/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2071									167								
109	109	1299/4	1299/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2072									167								
109	109	325	325	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2073									167								
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2074																	
109	109	651/2	651/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2075									168								
109	109	1303/4	1303/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	2076									168								
109	109	326	326	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2077									168								
109	109	1305/4	1305/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2078																	
109	109	653/2	653/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32			1/32	1	2079									169								
109	109	2613/8	2613/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32			1/32	1	2080									169								
109	109	1307/4	1307/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2081																	
110	110	327	327	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=80	40.0	𝅘𝅥𝅮	80.0	0.0									9
110	110	327	327	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2082																	9
110	110	655/2	655/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2083																	9
110	110	328	328	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2084																	9
110	110	657/2	657/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=79	39.0	𝅘𝅥𝅮	79.0	0.0									9
110	110	657/2	657/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2085																	9
110	110	659/2	659/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2086																	9
110	110	327	327	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	2087																	9
110	110	655/2	655/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8			1/8	1	2088																	9
110	110	327	327	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2089																	
110	110	1309/4	1309/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	2090																	
110	110	655/2	655/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2091																	
110	110	1311/4	1311/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2092																	
110	110	328	328	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2093																	
110	110	1313/4	1313/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2094																	
110	110	657/2	657/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2095																	
110	110	1315/4	1315/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	2096																	
110	110	329	329	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2097																	
110	110	1317/4	1317/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2098																	
110	110	659/2	659/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2099																	
110	110	1319/4	1319/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2100																	
111	111	330	330	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=78	39.0	𝅘𝅥𝅮	78.0	0.0									9
111	111	330	330	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>-              -            -              -              -              -            -             -           do</i>"														9
111	111	330	330	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2101									170								9
111	111	661/2	661/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2102									170								9
111	111	331	331	0.0	1/4	1/4	Tempo	6/8	1	1	0									𝅘𝅥𝅮=77	39.0	𝅘𝅥𝅮	77.0	0.0	170								9
111	111	331	331	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2103									170								9
111	111	663/2	663/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2104									170								9
111	111	332	332	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥𝅮=76	38.0	𝅘𝅥𝅮	76.0	0.0	170								9
111	111	332	332	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2105									170								9
111	111	665/2	665/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2106																	9
111	111	332	332	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	2107																	9
111	111	330	330	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2108																	
111	111	1321/4	1321/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	2109																	
111	111	661/2	661/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2110																	
111	111	1323/4	1323/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2111																	
111	111	331	331	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2112																	
111	111	1325/4	1325/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2113																	
111	111	663/2	663/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2114																	
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	2115																	
111	111	332	332	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2116																	
111	111	1329/4	1329/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2117																	
111	111	665/2	665/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2118																	
111	111	1331/4	1331/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2119																	
112	112	333	333	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=75	38.0	𝅘𝅥𝅮	75.0	0.0									9
112	112	333	333	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2120																	9
112	112	667/2	667/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	2121									171								9
112	112	334	334	0.0	1/4	1/4	Tempo	6/8	1	1	0									𝅘𝅥𝅮=74	37.0	𝅘𝅥𝅮	74.0	0.0	171								9
112	112	1337/4	1337/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2122																	9
112	112	669/2	669/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=72	36.0	𝅘𝅥𝅮	72.0	0.0									9
112	112	669/2	669/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2123																	9
112	112	335	335	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥𝅮=66	33.0	𝅘𝅥𝅮	66.0	0.0									9
112	112	335	335	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	2124									172								9
112	112	1343/4	1343/4	0.0	11/16	11/16	Tempo	6/8	1	1	0									𝅘𝅥𝅮=43	21.0	𝅘𝅥𝅮	43.0	0.0									
112	112	1343/4	1343/4	0.0	11/16	11/16	Dynamic	6/8	1	1	0						pp																
112	112	1343/4	1343/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																						
112	112	1343/4	1343/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2125																	
112	112	333	333	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2126																	
112	112	1333/4	1333/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	2127																	
112	112	667/2	667/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2128																	
112	112	1335/4	1335/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2129																	
112	112	334	334	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2130																	
112	112	1337/4	1337/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2131																	
112	112	669/2	669/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2132																	
112	112	1339/4	1339/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	2133																	
112	112	335	335	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2134																	
112	112	1341/4	1341/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2135																	
112	112	671/2	671/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2136																	
112	112	1343/4	1343/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2137																	
113	113	336	336	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
113	113	336	336	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>a tempo</i>"														
113	113	336	336	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>più cresc.</i>"														
113	113	336	336	0.0	0	0	Dynamic	6/8	1	1	0						p																
113	113	337	337	0.0	1/4	1/4	Spanner	6/8	1	1	0																					21	
113	113	675/2	675/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0								21	
113	113	677/2	677/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2138																21	
113	113	336	336	0.0	0	0	Spanner	6/8	2	1	0																	25	25				
113	113	673/2	673/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2139												25	25				
113	113	337	337	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2140												25	25				
113	113	675/2	675/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2141												25	25				
113	113	338	338	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2142												25	25				
113	113	677/2	677/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2143												25	25				
114	114	339	339	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	2144																21	
114	114	1357/4	1357/4	0.5	1/16	1/16	Chord	6/8	1	1	1/8			1/8	1	2145																21	
114	114	1359/4	1359/4	0.5	3/16	3/16	Chord	6/8	1	1	1/8			1/8	1	2146																21	
114	114	1361/4	1361/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2147																21	
114	114	681/2	681/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	2148																21	
114	114	1363/4	1363/4	0.5	7/16	7/16	Chord	6/8	1	1	1/8			1/8	1	2149																21	
114	114	1365/4	1365/4	0.5	9/16	9/16	Chord	6/8	1	1	1/8			1/8	1	2150																21	
114	114	1367/4	1367/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2151																21	
114	114	340	340	0.5	1/4	1/4	Chord	6/8	1	3	1/8			1/8	1	2152																21	
114	114	681/2	681/2	0.5	3/8	3/8	Chord	6/8	1	3	1/8			1/8	1	2153																21	
114	114	341	341	0.5	1/2	1/2	Chord	6/8	1	3	1/8			1/8	1	2154																21	
114	114	683/2	683/2	0.5	5/8	5/8	Chord	6/8	1	3	1/8			1/8	1	2155																21	
114	114	339	339	0.0	0	0	Spanner	6/8	2	1	0																						
114	114	339	339	0.0	0	0	Spanner	6/8	2	1	0																	26	26				
114	114	339	339	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2156												26	26				
114	114	679/2	679/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2157												26	26				
114	114	340	340	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2158												26	26				
114	114	681/2	681/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2159												26	26				
114	114	341	341	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2160												26	26				
114	114	683/2	683/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2161												26	26				
115	115	342	342	0.0	0	0	Spanner	6/8	1	1	0															1						21	
115	115	342	342	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2162									173	1						21	
115	115	685/2	685/2	0.0	1/8	1/8	Spanner	6/8	1	1	0														173							21	
115	115	685/2	685/2	0.0	1/8	1/8	Spanner	6/8	1	1	0														173					19		21	
115	115	685/2	685/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2163									173					19		21	
115	115	343	343	0.0	1/4	1/4	Spanner	6/8	1	1	0																					21	
115	115	343	343	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2164																21	
115	115	687/2	687/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	2165									174							21	
115	115	1377/4	1377/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	2166									174							21	
115	115	689/2	689/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	2167									174							21	
115	115	1379/4	1379/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2168																21	
115	115	1371/4	1371/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	2169																21	
115	115	343	343	0.5	1/4	1/4	Chord	6/8	1	2	1/8			1/8	1	2170																21	
115	115	687/2	687/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	2171																21	
115	115	1375/4	1375/4	0.5	7/16	7/16	Chord	6/8	1	2	1/8			1/8	1	2172																21	
115	115	342	342	0.5	0	0	Chord	6/8	1	3	1/8		c64	1/8	1	2173																21	
115	115	342	342	0.5	0	0	Chord	6/8	1	3	1/8			1/8	1	2174																21	
115	115	342	342	0.0	0	0	Spanner	6/8	2	1	0																						
115	115	342	342	0.0	0	0	Spanner	6/8	2	1	0																	27	27				
115	115	342	342	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2175												27	27				
115	115	685/2	685/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2176												27	27				
115	115	343	343	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2177												27	27				
115	115	687/2	687/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2178												27	27				
115	115	344	344	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2179												27	27				
115	115	689/2	689/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2180												27	27				
116	116	345	345	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	2181									175							21	
116	116	1381/4	1381/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	2182																21	
116	116	691/2	691/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2183									176							21	
116	116	1037/3	1037/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2184									176							21	
116	116	2075/6	2075/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2185									176							21	
116	116	346	346	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24			1/16	2/3	2186									176							21	
116	116	2077/6	2077/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24			1/16	2/3	2187									176							21	
116	116	1039/3	1039/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24			1/16	2/3	2188																21	
116	116	693/2	693/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	2189									177							21	
116	116	1040/3	1040/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	2190									177							21	
116	116	2081/6	2081/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	2191									177							21	
116	116	347	347	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24			1/16	2/3	2192									177							21	
116	116	2083/6	2083/6	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24			1/16	2/3	2193									177							21	
116	116	1042/3	1042/3	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24			1/16	2/3	2194									177							21	
116	116	695/2	695/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24			1/16	2/3	2195									177							21	
116	116	1043/3	1043/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24			1/16	2/3	2196									177							21	
116	116	2087/6	2087/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24			1/16	2/3	2197																21	
116	116	345	345	0.0	0	0	Spanner	6/8	2	1	0																						
116	116	345	345	0.0	0	0	Spanner	6/8	2	1	0																	28	28				
116	116	345	345	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2198												28	28				
116	116	691/2	691/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2199												28	28				
116	116	346	346	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2200												28	28				
116	116	693/2	693/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2201												28	28				
116	116	347	347	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2202												28	28				
116	116	695/2	695/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2203												28	28				
117	117	348	348	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	2204																21	
117	117	1393/4	1393/4	0.5	1/16	1/16	Chord	6/8	1	1	1/8			1/8	1	2205																21	
117	117	1395/4	1395/4	0.5	3/16	3/16	Chord	6/8	1	1	1/8			1/8	1	2206																21	
117	117	1397/4	1397/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2207																21	
117	117	699/2	699/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	2208																21	
117	117	1399/4	1399/4	0.5	7/16	7/16	Chord	6/8	1	1	1/8			1/8	1	2209																21	
117	117	1401/4	1401/4	0.5	9/16	9/16	Chord	6/8	1	1	1/8			1/8	1	2210																21	
117	117	1403/4	1403/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2211																21	
117	117	348	348	0.0	0	0	Spanner	6/8	2	1	0																						
117	117	348	348	0.0	0	0	Spanner	6/8	2	1	0																	29	29				
117	117	348	348	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2212												29	29				
117	117	697/2	697/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2213												29	29				
117	117	349	349	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2214												29	29				
117	117	699/2	699/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2215												29	29				
117	117	350	350	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2216												29	29				
117	117	701/2	701/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2217												29	29				
118	118	351	351	0.0	0	0	Spanner	6/8	1	1	0															2						21	
118	118	351	351	0.0	0	0	Chord	6/8	1	1	0	grace32after		1/32	1	2218										2						21	
118	118	351	351	0.0	0	0	Chord	6/8	1	1	0	grace32after		1/32	1	2219										2						21	
118	118	351	351	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	2220										2						21	
118	118	352	352	0.0	1/4	1/4	SystemText	6/8	1	1	0								"<i><font size=""12""/>con grand<font face=""Times New Roman""/>'<font face=""FreeSerif""/> espressione</i>"													21	
118	118	352	352	0.0	1/4	1/4	Spanner	6/8	1	1	0																					21	
118	118	352	352	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	2221																21	
118	118	1409/4	1409/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2222																21	
118	118	705/2	705/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2223																21	
118	118	353	353	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24			1/16	2/3	2224																21	
118	118	2119/6	2119/6	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24			1/16	2/3	2225																21	
118	118	1060/3	1060/3	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24			1/16	2/3	2226																21	
118	118	707/2	707/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24			1/16	2/3	2227																21	
118	118	1061/3	1061/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24			1/16	2/3	2228																21	
118	118	2123/6	2123/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24			1/16	2/3	2229																21	
118	118	351	351	0.75	0	0	Chord	6/8	1	3	3/16		c64	1/8	3/2	2230																21	
118	118	351	351	0.75	0	0	Chord	6/8	1	3	3/16			1/8	3/2	2231																21	
118	118	1407/4	1407/4	0.125	3/16	3/16	Chord	6/8	1	3	1/32			1/32	1	2232																21	
118	118	2815/8	2815/8	0.125	7/32	7/32	Chord	6/8	1	3	1/32			1/32	1	2233																21	
118	118	351	351	0.0	0	0	Spanner	6/8	2	1	0																						
118	118	351	351	0.0	0	0	Spanner	6/8	2	1	0																	30	30				
118	118	351	351	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2234												30	30				
118	118	703/2	703/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2235												30	30				
118	118	352	352	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2236												30	30				
118	118	705/2	705/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2237												30	30				
118	118	353	353	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2238												30	30				
118	118	707/2	707/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2239												30	30				
119	119	354	354	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2240																21	
119	119	709/2	709/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2241																21	
119	119	1064/3	1064/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2242																21	
119	119	2129/6	2129/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2243																21	
119	119	355	355	0.0	1/4	1/4	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0								21	
119	119	355	355	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24			1/16	2/3	2244																21	
119	119	2131/6	2131/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24			1/16	2/3	2245																21	
119	119	1066/3	1066/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24			1/16	2/3	2246																21	
119	119	711/2	711/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0								21	
119	119	711/2	711/2	0.125	3/8	3/8	Chord	6/8	1	1	1/32			1/32	1	2247																21	
119	119	2845/8	2845/8	0.125	13/32	13/32	Chord	6/8	1	1	1/32			1/32	1	2248																21	
119	119	1423/4	1423/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32			1/32	1	2249																21	
119	119	2847/8	2847/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32			1/32	1	2250																21	
119	119	356	356	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0								21	
119	119	356	356	0.125	1/2	1/2	Chord	6/8	1	1	1/32			1/32	1	2251																21	
119	119	2849/8	2849/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32			1/32	1	2252																21	
